"activity","subject_id","domain","average_mean","average_std_dev"
"SITTING",16,"tBodyGyroJerk",-0.0665315024821256,-0.989523131400966
"SITTING",16,"tBodyGyroJerkMag",-0.992444606231884,-0.988261252608696
"SITTING",16,"tBodyGyroMag",-0.946417382463768,-0.937942404637681
"SITTING",16,"tGravityAcc",0.315045781358454,-0.964665003922705
"SITTING",16,"tGravityAccMag",-0.961879680724638,-0.941051236086957
"SITTING",17,"fBodyAcc",-0.9795796584375,-0.972455842916667
"SITTING",17,"fBodyAccJerk",-0.990566035364583,-0.9917824071875
"SITTING",17,"fBodyAccMag",-0.973626755,-0.9653996796875
"SITTING",17,"fBodyBodyAccJerkMag",-0.99142725046875,-0.99031962640625
"SITTING",17,"fBodyBodyGyroJerkMag",-0.995204564375,-0.99362452375
"SITTING",17,"fBodyBodyGyroMag",-0.98336929234375,-0.97471085296875
"SITTING",17,"fBodyGyro",-0.986274048489583,-0.98527466796875
"SITTING",17,"tBodyAcc",0.0498588868364583,-0.974010576979167
"SITTING",17,"tBodyAccJerk",0.02637540417,-0.991168955729167
"SITTING",17,"tBodyAccJerkMag",-0.99281471515625,-0.99144649921875
"SITTING",17,"tBodyAccMag",-0.97274734640625,-0.96506519109375
"SITTING",17,"tBodyGyro",-0.00782279060052083,-0.985157410833333
"SITTING",17,"tBodyGyroJerk",-0.0621504804115625,-0.994693025208333
"SITTING",17,"tBodyGyroJerkMag",-0.996334795,-0.994446755625
"SITTING",17,"tBodyGyroMag",-0.967177744375,-0.97541025484375
"SITTING",17,"tGravityAcc",0.268755064268229,-0.971175789010417
"SITTING",17,"tGravityAccMag",-0.97274734640625,-0.96506519109375
"SITTING",18,"fBodyAcc",-0.984226630643275,-0.981869585263158
"SITTING",18,"fBodyAccJerk",-0.988085590994152,-0.989291827134503
"SITTING",18,"fBodyAccMag",-0.984781467192982,-0.982226151578947
"SITTING",18,"fBodyBodyAccJerkMag",-0.990407075964912,-0.991044297894737
"SITTING",18,"fBodyBodyGyroJerkMag",-0.99480818754386,-0.994967621754386
"SITTING",18,"fBodyBodyGyroMag",-0.986535242105263,-0.981252632807018
"SITTING",18,"fBodyGyro",-0.987230529415205,-0.987027587894737
"SITTING",18,"tBodyAcc",0.0508320383245614,-0.982282945555556
"SITTING",18,"tBodyAccJerk",0.0287853541051649,-0.988593500292398
"SITTING",18,"tBodyAccJerkMag",-0.989869574561404,-0.991159350526316
"SITTING",18,"tBodyAccMag",-0.983674151754386,-0.981595285964912
"SITTING",18,"tBodyGyro",-0.00569042879122807,-0.986745266081871
"SITTING",18,"tBodyGyroJerk",-0.0624959743321637,-0.993736225964912
"SITTING",18,"tBodyGyroJerkMag",-0.994873439824561,-0.994868913508772
"SITTING",18,"tBodyGyroMag",-0.977634992105263,-0.981372675614035
"SITTING",18,"tGravityAcc",0.400526787807018,-0.985473144678363
"SITTING",18,"tGravityAccMag",-0.983674151754386,-0.981595285964912
"SITTING",19,"fBodyAcc",-0.96877876826484,-0.956924082420091
"SITTING",19,"fBodyAccJerk",-0.983299213926941,-0.98590958826484
"SITTING",19,"fBodyAccMag",-0.962632577945206,-0.952802277671233
"SITTING",19,"fBodyBodyAccJerkMag",-0.983751646712329,-0.983687272739726
"SITTING",19,"fBodyBodyGyroJerkMag",-0.986727418493151,-0.985416444657534
"SITTING",19,"fBodyBodyGyroMag",-0.964238768493151,-0.950484417260274
"SITTING",19,"fBodyGyro",-0.972722706210046,-0.969681302511415
"SITTING",19,"tBodyAcc",0.0494611339442922,-0.959558740684932
"SITTING",19,"tBodyAccJerk",0.0302992938352329,-0.984338584931507
"SITTING",19,"tBodyAccJerkMag",-0.986423976027397,-0.984205184931507
"SITTING",19,"tBodyAccMag",-0.962074065616438,-0.951755657260274
"SITTING",19,"tBodyGyro",0.00782071838917808,-0.969992864246575
"SITTING",19,"tBodyGyroJerk",-0.0675277737945205,-0.98708045260274
"SITTING",19,"tBodyGyroJerkMag",-0.989450316575342,-0.985831284657534
"SITTING",19,"tBodyGyroMag",-0.942229043835616,-0.950491807945205
"SITTING",19,"tGravityAcc",0.476947212785388,-0.966573261552511
"SITTING",19,"tGravityAccMag",-0.962074065616438,-0.951755657260274
"SITTING",20,"fBodyAcc",-0.957999713535354,-0.94798575040404
"SITTING",20,"fBodyAccJerk",-0.975537783989899,-0.978267087020202
"SITTING",20,"fBodyAccMag",-0.946913451666667,-0.942151231515152
"SITTING",20,"fBodyBodyAccJerkMag",-0.971730462575758,-0.972597744242424
"SITTING",20,"fBodyBodyGyroJerkMag",-0.976108353787879,-0.975226588333333
"SITTING",20,"fBodyBodyGyroMag",-0.953399068181818,-0.943725755909091
"SITTING",20,"fBodyGyro",-0.961839905707071,-0.961875352323232
"SITTING",20,"tBodyAcc",0.0516509580208586,-0.949436986818182
"SITTING",20,"tBodyAccJerk",0.0274108301962121,-0.976499193838384
"SITTING",20,"tBodyAccJerkMag",-0.978774578333333,-0.972537871515151
"SITTING",20,"tBodyAccMag",-0.952738043030303,-0.937764028181818
"SITTING",20,"tBodyGyro",-0.012395549949495,-0.960728443080808
"SITTING",20,"tBodyGyroJerk",-0.0611035069833333,-0.978947030757576
"SITTING",20,"tBodyGyroJerkMag",-0.983010276060606,-0.97507615
"SITTING",20,"tBodyGyroMag",-0.939574435606061,-0.941069909848485
"SITTING",20,"tGravityAcc",0.38315739964697,-0.962889178262626
"SITTING",20,"tGravityAccMag",-0.952738043030303,-0.937764028181818
"SITTING",21,"fBodyAcc",-0.976510172666667,-0.972116341490196
"SITTING",21,"fBodyAccJerk",-0.984124649529412,-0.985740221215686
"SITTING",21,"fBodyAccMag",-0.974829227058824,-0.974447593176471
"SITTING",21,"fBodyBodyAccJerkMag",-0.985342358705882,-0.986991549529412
"SITTING",21,"fBodyBodyGyroJerkMag",-0.990014272588235,-0.991062204823529
"SITTING",21,"fBodyBodyGyroMag",-0.977839702352941,-0.972027251294118
"SITTING",21,"fBodyGyro",-0.980521408901961,-0.981137735372549
"SITTING",21,"tBodyAcc",0.0503602528443137,-0.972740903294118
"SITTING",21,"tBodyAccJerk",0.029212546927142,-0.984755273333333
"SITTING",21,"tBodyAccJerkMag",-0.985947225176471,-0.986520865058824
"SITTING",21,"tBodyAccMag",-0.974734999411765,-0.971994251294118
"SITTING",21,"tBodyGyro",-0.000682142703552941,-0.980587882392157
"SITTING",21,"tBodyGyroJerk",-0.064301368569702,-0.989050049098039
"SITTING",21,"tBodyGyroJerkMag",-0.990307349882353,-0.990302232705882
"SITTING",21,"tBodyGyroMag",-0.964971113764706,-0.971225061647059
"SITTING",21,"tGravityAcc",0.301591810937255,-0.979239420509804
"SITTING",21,"tGravityAccMag",-0.974734999411765,-0.971994251294118
"SITTING",22,"fBodyAcc",-0.954895562849462,-0.938320916430108
"SITTING",22,"fBodyAccJerk",-0.973134899086021,-0.978449296290323
"SITTING",22,"fBodyAccMag",-0.943078237096774,-0.926798029822581
"SITTING",22,"fBodyBodyAccJerkMag",-0.968908297096774,-0.967026275967742
"SITTING",22,"fBodyBodyGyroJerkMag",-0.977775448387097,-0.976318114516129
"SITTING",22,"fBodyBodyGyroMag",-0.951952767258065,-0.93356300983871
"SITTING",22,"fBodyGyro",-0.961598512526882,-0.95984232844086
"SITTING",22,"tBodyAcc",0.0518032028505376,-0.941363603792097
"SITTING",22,"tBodyAccJerk",0.0224135892828495,-0.975125112634409
"SITTING",22,"tBodyAccJerkMag",-0.979303714032258,-0.968576776774194
"SITTING",22,"tBodyAccMag",-0.942167353870968,-0.924336184035484
"SITTING",22,"tBodyGyro",-0.0116540448048387,-0.959258022903226
"SITTING",22,"tBodyGyroJerk",-0.0642365657123656,-0.981830324946237
"SITTING",22,"tBodyGyroJerkMag",-0.98547603483871,-0.976503766290323
"SITTING",22,"tBodyGyroMag",-0.942077432741935,-0.933268487096774
"SITTING",22,"tGravityAcc",0.454470435010753,-0.951395217946237
"SITTING",22,"tGravityAccMag",-0.942167353870968,-0.924336184035484
"SITTING",23,"fBodyAcc",-0.960605748039216,-0.93841733645098
"SITTING",23,"fBodyAccJerk",-0.978447769264706,-0.981173591519608
"SITTING",23,"fBodyAccMag",-0.945837830147059,-0.927090118382353
"SITTING",23,"fBodyBodyAccJerkMag",-0.974121466764706,-0.972117016617647
"SITTING",23,"fBodyBodyGyroJerkMag",-0.980707211470588,-0.978499038088235
"SITTING",23,"fBodyBodyGyroMag",-0.952293277205882,-0.938680776617647
"SITTING",23,"fBodyGyro",-0.966833036323529,-0.962390238823529
"SITTING",23,"tBodyAcc",0.0520493569186274,-0.942708528735294
"SITTING",23,"tBodyAccJerk",0.0285497137093382,-0.979528878872549
"SITTING",23,"tBodyAccJerkMag",-0.982375503382353,-0.973668776323529
"SITTING",23,"tBodyAccMag",-0.944080772941176,-0.924963263235294
"SITTING",23,"tBodyGyro",-0.0170411935426471,-0.962730630931373
"SITTING",23,"tBodyGyroJerk",-0.0629195278068627,-0.98531407377451
"SITTING",23,"tBodyGyroJerkMag",-0.986514066029412,-0.979226997941177
"SITTING",23,"tBodyGyroMag",-0.936593426911765,-0.937006097352941
"SITTING",23,"tGravityAcc",0.373757153689706,-0.956469249607843
"SITTING",23,"tGravityAccMag",-0.944080772941176,-0.924963263235294
"SITTING",24,"fBodyAcc",-0.973098162696078,-0.966833569460784
"SITTING",24,"fBodyAccJerk",-0.983352313921569,-0.985615796519608
"SITTING",24,"fBodyAccMag",-0.968905031470588,-0.965852262058824
"SITTING",24,"fBodyBodyAccJerkMag",-0.984469962941177,-0.98561372
"SITTING",24,"fBodyBodyGyroJerkMag",-0.990854751176471,-0.990933058235294
"SITTING",24,"fBodyBodyGyroMag",-0.977973720735294,-0.969105899117647
"SITTING",24,"fBodyGyro",-0.980521198676471,-0.979331922401961
"SITTING",24,"tBodyAcc",0.0524363729755882,-0.967968613382353
"SITTING",24,"tBodyAccJerk",0.0266552922987108,-0.984267002352941
"SITTING",24,"tBodyAccJerkMag",-0.985555822352941,-0.985418456176471
"SITTING",24,"tBodyAccMag",-0.968979156470588,-0.963779683235294
"SITTING",24,"tBodyGyro",-0.0101974028705882,-0.979114435980392
"SITTING",24,"tBodyGyroJerk",-0.0624639523210784,-0.990357659558823
"SITTING",24,"tBodyGyroJerkMag",-0.991306424705882,-0.990724530735294
"SITTING",24,"tBodyGyroMag",-0.964633252352941,-0.969257162647059
"SITTING",24,"tGravityAcc",0.403817292462745,-0.974919830098039
"SITTING",24,"tGravityAccMag",-0.968979156470588,-0.963779683235294
"SITTING",25,"fBodyAcc",-0.975099629589744,-0.966352629076923
"SITTING",25,"fBodyAccJerk",-0.987254081846154,-0.98865808025641
"SITTING",25,"fBodyAccMag",-0.967017992615385,-0.961997268307692
"SITTING",25,"fBodyBodyAccJerkMag",-0.987941825538462,-0.987618801076923
"SITTING",25,"fBodyBodyGyroJerkMag",-0.991781701692308,-0.992019559538462
"SITTING",25,"fBodyBodyGyroMag",-0.979350913692308,-0.970321897230769
"SITTING",25,"fBodyGyro",-0.982545414564103,-0.981517252307692
"SITTING",25,"tBodyAcc",0.0515371203938462,-0.968163332610256
"SITTING",25,"tBodyAccJerk",0.0273901560940513,-0.98786092225641
"SITTING",25,"tBodyAccJerkMag",-0.989545142461538,-0.988311804923077
"SITTING",25,"tBodyAccMag",-0.970409337076923,-0.960003414461538
"SITTING",25,"tBodyGyro",-0.00824236376923077,-0.981246214871795
"SITTING",25,"tBodyGyroJerk",-0.061401614894359,-0.991703936461538
"SITTING",25,"tBodyGyroJerkMag",-0.99286465,-0.991766403076923
"SITTING",25,"tBodyGyroMag",-0.966568718615385,-0.970639125692308
"SITTING",25,"tGravityAcc",0.413704725600154,-0.973918326666667
"SITTING",25,"tGravityAccMag",-0.970409337076923,-0.960003414461538
"SITTING",26,"fBodyAcc",-0.968132702008547,-0.953773352008547
"SITTING",26,"fBodyAccJerk",-0.988626098931624,-0.990582521196581
"SITTING",26,"fBodyAccMag",-0.952411043717949,-0.934587699141026
"SITTING",26,"fBodyBodyAccJerkMag",-0.989481942820513,-0.989521272820513
"SITTING",26,"fBodyBodyGyroJerkMag",-0.993985447564103,-0.99420976974359
"SITTING",26,"fBodyBodyGyroMag",-0.97646387,-0.963650652307692
"SITTING",26,"fBodyGyro",-0.980769789786325,-0.976357764102564
"SITTING",26,"tBodyAcc",0.0512216718399145,-0.956857455854701
"SITTING",26,"tBodyAccJerk",0.0251881108032479,-0.989494107136752
"SITTING",26,"tBodyAccJerkMag",-0.990898435769231,-0.989986111666667
"SITTING",26,"tBodyAccMag",-0.953079994102564,-0.933602783410256
"SITTING",26,"tBodyGyro",-0.0166585493760684,-0.976971284145299
"SITTING",26,"tBodyGyroJerk",-0.0616848526699914,-0.993650711623932
"SITTING",26,"tBodyGyroJerkMag",-0.994466446282051,-0.994033207051282
"SITTING",26,"tBodyGyroMag",-0.954052945897436,-0.964742022307692
"SITTING",26,"tGravityAcc",0.440149600418803,-0.952983496764957
"SITTING",26,"tGravityAccMag",-0.953079994102564,-0.933602783410256
"SITTING",27,"fBodyAcc",-0.979135260333333,-0.974381977238095
"SITTING",27,"fBodyAccJerk",-0.987721970761905,-0.988885967190476
"SITTING",27,"fBodyAccMag",-0.974766466714286,-0.970885296857143
"SITTING",27,"fBodyBodyAccJerkMag",-0.988773269428571,-0.988531651142857
"SITTING",27,"fBodyBodyGyroJerkMag",-0.992390264285714,-0.991967776285714
"SITTING",27,"fBodyBodyGyroMag",-0.979482820857143,-0.970528266285714
"SITTING",27,"fBodyGyro",-0.982732386047619,-0.982539275952381
"SITTING",27,"tBodyAcc",0.0509641366847619,-0.975339322857143
"SITTING",27,"tBodyAccJerk",0.0254872554398571,-0.988219856714286
"SITTING",27,"tBodyAccJerkMag",-0.989467178285714,-0.989200539571429
"SITTING",27,"tBodyAccMag",-0.979481668857143,-0.969526674714286
"SITTING",27,"tBodyGyro",-0.0111807885114286,-0.982091066809524
"SITTING",27,"tBodyGyroJerk",-0.0617310057857143,-0.992544516
"SITTING",27,"tBodyGyroJerkMag",-0.994034710714286,-0.992112829571429
"SITTING",27,"tBodyGyroMag",-0.963565474,-0.970782132714286
"SITTING",27,"tGravityAcc",0.442943055471429,-0.977422380190476
"SITTING",27,"tGravityAccMag",-0.979481668857143,-0.969526674714286
"SITTING",28,"fBodyAcc",-0.959466193240741,-0.952629221481481
"SITTING",28,"fBodyAccJerk",-0.97096186787037,-0.973368325972222
"SITTING",28,"fBodyAccMag",-0.953928124027778,-0.952281424444444
"SITTING",28,"fBodyBodyAccJerkMag",-0.969178686666667,-0.970823336388889
"SITTING",28,"fBodyBodyGyroJerkMag",-0.979465868888889,-0.97839537
"SITTING",28,"fBodyBodyGyroMag",-0.960297525,-0.953534292638889
"SITTING",28,"fBodyGyro",-0.963674079675926,-0.965461064861111
"SITTING",28,"tBodyAcc",0.0489730819210185,-0.953281765787037
"SITTING",28,"tBodyAccJerk",0.0306529464796296,-0.971611186296296
"SITTING",28,"tBodyAccJerkMag",-0.973274366805556,-0.970301646111111
"SITTING",28,"tBodyAccMag",-0.955789708611111,-0.947782703333333
"SITTING",28,"tBodyGyro",-0.00475692889907407,-0.964207097314815
"SITTING",28,"tBodyGyroJerk",-0.0646986068134259,-0.977957074212963
"SITTING",28,"tBodyGyroJerkMag",-0.981213159305556,-0.978441918333333
"SITTING",28,"tBodyGyroMag",-0.955175567083333,-0.951065984027778
"SITTING",28,"tGravityAcc",0.310045715874074,-0.972328843842593
"SITTING",28,"tGravityAccMag",-0.955789708611111,-0.947782703333333
"SITTING",29,"fBodyAcc",-0.978775498722222,-0.972704148222222
"SITTING",29,"fBodyAccJerk",-0.988599731388889,-0.990053118666667
"SITTING",29,"fBodyAccMag",-0.973346531833333,-0.971218019833333
"SITTING",29,"fBodyBodyAccJerkMag",-0.990093703833333,-0.989822909333333
"SITTING",29,"fBodyBodyGyroJerkMag",-0.995063049,-0.994742028
"SITTING",29,"fBodyBodyGyroMag",-0.980269425833333,-0.971011373
"SITTING",29,"fBodyGyro",-0.984218802944444,-0.983633360333333
"SITTING",29,"tBodyAcc",0.050045825975,-0.974010465166667
"SITTING",29,"tBodyAccJerk",0.0278989417501111,-0.989249797777778
"SITTING",29,"tBodyAccJerkMag",-0.990719807666667,-0.990531729333333
"SITTING",29,"tBodyAccMag",-0.978017021833333,-0.9692903165
"SITTING",29,"tBodyGyro",-0.01848576051,-0.983246905388889
"SITTING",29,"tBodyGyroJerk",-0.0607888135877778,-0.993824987222222
"SITTING",29,"tBodyGyroJerkMag",-0.995392308166667,-0.994905344
"SITTING",29,"tBodyGyroMag",-0.962377332166667,-0.971578024666667
"SITTING",29,"tGravityAcc",0.444493091911111,-0.974771829
"SITTING",29,"tGravityAccMag",-0.978017021833333,-0.9692903165
"SITTING",30,"fBodyAcc",-0.968452972634409,-0.954475802258064
"SITTING",30,"fBodyAccJerk",-0.985053156344086,-0.986963630967742
"SITTING",30,"fBodyAccMag",-0.959923388064516,-0.943543732580645
"SITTING",30,"fBodyBodyAccJerkMag",-0.985826330967742,-0.985294959032258
"SITTING",30,"fBodyBodyGyroJerkMag",-0.991750682096774,-0.990946424516129
"SITTING",30,"fBodyBodyGyroMag",-0.973876282903226,-0.959513937258065
"SITTING",30,"fBodyGyro",-0.976739206451613,-0.973199479731183
"SITTING",30,"tBodyAcc",0.0535911074306452,-0.957377928763441
"SITTING",30,"tBodyAccJerk",0.0276603600456989,-0.985816629032258
"SITTING",30,"tBodyAccJerkMag",-0.987799055645161,-0.98605764
"SITTING",30,"tBodyAccMag",-0.957487221451613,-0.942901466612903
"SITTING",30,"tBodyGyro",-0.0133319822607527,-0.973221144086022
"SITTING",30,"tBodyGyroJerk",-0.0616280952744086,-0.991494788010753
"SITTING",30,"tBodyGyroJerkMag",-0.993737388225806,-0.991280225
"SITTING",30,"tBodyGyroMag",-0.955847323870968,-0.960641288225806
"SITTING",30,"tGravityAcc",0.428276083186785,-0.964787227365591
"SITTING",30,"tGravityAccMag",-0.957487221451613,-0.942901466612903
"STANDING",1,"fBodyAcc",-0.985872626352201,-0.982086235597484
"STANDING",1,"fBodyAccJerk",-0.990267222641509,-0.991480601383648
"STANDING",1,"fBodyAccMag",-0.985356361132075,-0.982313804716981
"STANDING",1,"fBodyBodyAccJerkMag",-0.99254247754717,-0.992536003396226
"STANDING",1,"fBodyBodyGyroJerkMag",-0.994815376981132,-0.994671123207547
"STANDING",1,"fBodyBodyGyroMag",-0.984617623396226,-0.978466072075472
"STANDING",1,"fBodyGyro",-0.98538145490566,-0.985650062138365
"STANDING",1,"tBodyAcc",0.0507260737389937,-0.98290861163522
"STANDING",1,"tBodyAccJerk",0.0265557118692075,-0.990834817358491
"STANDING",1,"tBodyAccJerkMag",-0.992367790566038,-0.993096209433962
"STANDING",1,"tBodyAccMag",-0.984278207358491,-0.981942928867925
"STANDING",1,"tBodyGyro",-0.00286140159301887,-0.985190671194969
"STANDING",1,"tBodyGyroJerk",-0.0642075157899371,-0.993397163836478
"STANDING",1,"tBodyGyroJerkMag",-0.994966790566038,-0.994733238679245
"STANDING",1,"tBodyGyroMag",-0.976493792830189,-0.978690028679245
"STANDING",1,"tGravityAcc",0.227819583478616,-0.983771002201258
"STANDING",1,"tGravityAccMag",-0.984278207358491,-0.981942928867925
"STANDING",2,"fBodyAcc",-0.968763210987654,-0.964466298518519
"STANDING",2,"fBodyAccJerk",-0.977199910555556,-0.980376023333333
"STANDING",2,"fBodyAccMag",-0.964052166481482,-0.960519381481482
"STANDING",2,"fBodyBodyAccJerkMag",-0.977065295555556,-0.97516046
"STANDING",2,"fBodyBodyGyroJerkMag",-0.977849827407407,-0.977754298148148
"STANDING",2,"fBodyBodyGyroMag",-0.961775904814815,-0.956788725740741
"STANDING",2,"fBodyGyro",-0.966746987037037,-0.97192615691358
"STANDING",2,"tBodyAcc",0.0511940363833333,-0.964772909938272
"STANDING",2,"tBodyAccJerk",0.0255721495904938,-0.978328867222222
"STANDING",2,"tBodyAccJerkMag",-0.980489077407407,-0.976675280185185
"STANDING",2,"tBodyAccMag",-0.965875181296296,-0.957874965
"STANDING",2,"tBodyGyro",-0.00602229192746914,-0.969765776049383
"STANDING",2,"tBodyGyroJerk",-0.0674860197895062,-0.978793792530864
"STANDING",2,"tBodyGyroJerkMag",-0.983951904259259,-0.977204427777778
"STANDING",2,"tBodyGyroMag",-0.963466341851852,-0.95394338037037
"STANDING",2,"tGravityAcc",0.218871010407407,-0.968935772592593
"STANDING",2,"tGravityAccMag",-0.965875181296296,-0.957874965
"STANDING",3,"fBodyAcc",-0.935902166174863,-0.922388963497268
"STANDING",3,"fBodyAccJerk",-0.956779911256831,-0.96003847284153
"STANDING",3,"fBodyAccMag",-0.926968932295082,-0.921836076557377
"STANDING",3,"fBodyBodyAccJerkMag",-0.948627467704918,-0.94820681442623
"STANDING",3,"fBodyBodyGyroJerkMag",-0.960331717868852,-0.957121510491803
"STANDING",3,"fBodyBodyGyroMag",-0.913682362622951,-0.883439718032787
"STANDING",3,"fBodyGyro",-0.918388654153005,-0.91495181989071
"STANDING",3,"tBodyAcc",0.0546957117129945,-0.923870288415301
"STANDING",3,"tBodyAccJerk",0.0249116397774863,-0.957277636666667
"STANDING",3,"tBodyAccJerkMag",-0.959303840327869,-0.948770043278689
"STANDING",3,"tBodyAccMag",-0.925430819016393,-0.915143303606557
"STANDING",3,"tBodyGyro",-0.00554886449781421,-0.913538309071038
"STANDING",3,"tBodyGyroJerk",-0.0627950198786885,-0.955888134043716
"STANDING",3,"tBodyGyroJerkMag",-0.962339339672131,-0.957679766885246
"STANDING",3,"tBodyGyroMag",-0.892089349344262,-0.88212522147541
"STANDING",3,"tGravityAcc",0.219352918316393,-0.955869109071038
"STANDING",3,"tGravityAccMag",-0.925430819016393,-0.915143303606557
"STANDING",4,"fBodyAcc",-0.931563391964286,-0.907890745720238
"STANDING",4,"fBodyAccJerk",-0.959527849345238,-0.965337179345238
"STANDING",4,"fBodyAccMag",-0.917614014821429,-0.895340042142857
"STANDING",4,"fBodyBodyAccJerkMag",-0.956139283571429,-0.96003249875
"STANDING",4,"fBodyBodyGyroJerkMag",-0.964471139464286,-0.9664302175
"STANDING",4,"fBodyBodyGyroMag",-0.914209165714286,-0.887194404285714
"STANDING",4,"fBodyGyro",-0.925579354166667,-0.924980755119048
"STANDING",4,"tBodyAcc",0.05828438145125,-0.911799499047619
"STANDING",4,"tBodyAccJerk",0.0148045639970655,-0.961331806964286
"STANDING",4,"tBodyAccJerkMag",-0.963370738392857,-0.958159482142857
"STANDING",4,"tBodyAccMag",-0.906478051785714,-0.890976683392857
"STANDING",4,"tBodyGyro",-0.00563538059047619,-0.922970053333333
"STANDING",4,"tBodyGyroJerk",-0.066086321355119,-0.96122702422619
"STANDING",4,"tBodyGyroJerkMag",-0.967614073928571,-0.964282784285714
"STANDING",4,"tBodyGyroMag",-0.900982100535714,-0.885144317678571
"STANDING",4,"tGravityAcc",0.349063570363095,-0.929975531994048
"STANDING",4,"tGravityAccMag",-0.906478051785714,-0.890976683392857
"STANDING",5,"fBodyAcc",-0.923460358988095,-0.898944324875
"STANDING",5,"fBodyAccJerk",-0.950956056845238,-0.956684607559524
"STANDING",5,"fBodyAccMag",-0.9046413925,-0.886745170714286
"STANDING",5,"fBodyBodyAccJerkMag",-0.941825903035714,-0.943601960178571
"STANDING",5,"fBodyBodyGyroJerkMag",-0.952286438035714,-0.946196462857143
"STANDING",5,"fBodyBodyGyroMag",-0.904543921607143,-0.868913993928571
"STANDING",5,"fBodyGyro",-0.918742054464286,-0.920476027797619
"STANDING",5,"tBodyAcc",0.0577897032170833,-0.902453016964286
"STANDING",5,"tBodyAccJerk",0.019339287236369,-0.952565446607143
"STANDING",5,"tBodyAccJerkMag",-0.956863566071429,-0.942962047678571
"STANDING",5,"tBodyAccMag",-0.906104701071429,-0.87977380125
"STANDING",5,"tBodyGyro",-0.00472137295755952,-0.917201627380952
"STANDING",5,"tBodyGyroJerk",-0.0581193131160714,-0.949287709583333
"STANDING",5,"tBodyGyroJerkMag",-0.958405900892857,-0.947970723571429
"STANDING",5,"tBodyGyroMag",-0.900671630714286,-0.867041711785714
"STANDING",5,"tGravityAcc",0.353372336354762,-0.940223548392857
"STANDING",5,"tGravityAccMag",-0.906104701071429,-0.87977380125
"STANDING",6,"fBodyAcc",-0.95010025871345,-0.942527903099415
"STANDING",6,"fBodyAccJerk",-0.962876507251462,-0.96527099128655
"STANDING",6,"fBodyAccMag",-0.945949804035088,-0.94456410754386
"STANDING",6,"fBodyBodyAccJerkMag",-0.955914005438597,-0.95538157877193
"STANDING",6,"fBodyBodyGyroJerkMag",-0.955425138245614,-0.952088499473684
"STANDING",6,"fBodyBodyGyroMag",-0.926664297017544,-0.923108761578947
"STANDING",6,"fBodyGyro",-0.939375044210526,-0.949937423976608
"STANDING",6,"tBodyAcc",0.0500165946438597,-0.942981241111111
"STANDING",6,"tBodyAccJerk",0.025657225978655,-0.963347384853801
"STANDING",6,"tBodyAccJerkMag",-0.967102436140351,-0.956099145964912
"STANDING",6,"tBodyAccMag",-0.945022876491228,-0.939310249649123
"STANDING",6,"tBodyGyro",-0.00349826745672515,-0.945943346959064
"STANDING",6,"tBodyGyroJerk",-0.0656061945426901,-0.957201311345029
"STANDING",6,"tBodyGyroJerkMag",-0.963406222982456,-0.952536233859649
"STANDING",6,"tBodyGyroMag",-0.939404744385965,-0.915891572982456
"STANDING",6,"tGravityAcc",0.242935771692982,-0.965609076783626
"STANDING",6,"tGravityAccMag",-0.945022876491228,-0.939310249649123
"STANDING",7,"fBodyAcc",-0.952372045974843,-0.93733963427673
"STANDING",7,"fBodyAccJerk",-0.970572607421384,-0.973371027924528
"STANDING",7,"fBodyAccMag",-0.945611450377358,-0.93728796509434
"STANDING",7,"fBodyBodyAccJerkMag",-0.967417888301887,-0.969092161886792
"STANDING",7,"fBodyBodyGyroJerkMag",-0.973671168679245,-0.971899418301887
"STANDING",7,"fBodyBodyGyroMag",-0.93870498490566,-0.919848139056604
"STANDING",7,"fBodyGyro",-0.950945121761006,-0.949349850125786
"STANDING",7,"tBodyAcc",0.0561238916698113,-0.939924220251572
"STANDING",7,"tBodyAccJerk",0.0237654951400629,-0.971424735849057
"STANDING",7,"tBodyAccJerkMag",-0.973381306226415,-0.968566356037736
"STANDING",7,"tBodyAccMag",-0.942724659245283,-0.933590156792453
"STANDING",7,"tBodyGyro",-0.00716245517918239,-0.948841803836478
"STANDING",7,"tBodyGyroJerk",-0.0619909096509434,-0.973662648616352
"STANDING",7,"tBodyGyroJerkMag",-0.977377083018868,-0.97210793
"STANDING",7,"tBodyGyroMag",-0.943425564528302,-0.918438958867924
"STANDING",7,"tGravityAcc",0.263154755622642,-0.964413839119497
"STANDING",7,"tGravityAccMag",-0.942724659245283,-0.933590156792453
"STANDING",8,"fBodyAcc",-0.962877299259259,-0.948386812098765
"STANDING",8,"fBodyAccJerk",-0.981561368950617,-0.984487187098765
"STANDING",8,"fBodyAccMag",-0.953746070740741,-0.938628186322222
"STANDING",8,"fBodyBodyAccJerkMag",-0.979745872037037,-0.979135440925926
"STANDING",8,"fBodyBodyGyroJerkMag",-0.983709233333333,-0.981832336296296
"STANDING",8,"fBodyBodyGyroMag",-0.964564224074074,-0.954119826296296
"STANDING",8,"fBodyGyro",-0.97259506654321,-0.97274431654321
"STANDING",8,"tBodyAcc",0.0528982275197531,-0.951120034135802
"STANDING",8,"tBodyAccJerk",0.0289149848232099,-0.982750639938272
"STANDING",8,"tBodyAccJerkMag",-0.984920797777778,-0.979932239074074
"STANDING",8,"tBodyAccMag",-0.953762884074074,-0.937187185222222
"STANDING",8,"tBodyGyro",0.00456998193271605,-0.972176582592593
